datetime,open,high,low,close,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label,date,hour,dayofweek,month,day,dayofyear
2024-08-02 14:40:00+00:00,102.545,105.2,102.535,105.11,NVDA,0.214462,0.061181,Neutral,2024-08-02,14,4,8,2,215
2024-08-02 14:50:00+00:00,105.105,105.36,103.78,103.85,NVDA,0.214462,0.061181,Neutral,2024-08-02,14,4,8,2,215
2024-08-02 15:00:00+00:00,103.84,105.11,103.41,104.87,NVDA,0.214462,0.061181,Neutral,2024-08-02,15,4,8,2,215
2024-08-02 15:10:00+00:00,104.88,105.545,104.62,105.19,NVDA,0.214462,0.061181,Neutral,2024-08-02,15,4,8,2,215
2024-08-02 15:20:00+00:00,105.12,106.26,104.5,105.95,NVDA,0.214462,0.061181,Neutral,2024-08-02,15,4,8,2,215
2024-08-02 15:30:00+00:00,105.955,108.085,105.8,107.405,NVDA,0.214462,0.061181,Neutral,2024-08-02,15,4,8,2,215
2024-08-02 15:40:00+00:00,107.36,108.7,107.22,107.36,NVDA,0.214462,0.061181,Neutral,2024-08-02,15,4,8,2,215
2024-08-02 15:50:00+00:00,107.36,108.44,106.87,107.8,NVDA,0.214462,0.061181,Neutral,2024-08-02,15,4,8,2,215
2024-08-02 16:00:00+00:00,107.815,107.95,106.03,106.12,NVDA,0.214462,0.061181,Neutral,2024-08-02,16,4,8,2,215
2024-08-02 16:10:00+00:00,106.08,107.05,105.74,107.015,NVDA,0.214462,0.061181,Neutral,2024-08-02,16,4,8,2,215
2024-08-02 16:20:00+00:00,107.06,107.945,107.05,107.235,NVDA,0.214462,0.061181,Neutral,2024-08-02,16,4,8,2,215
2024-08-02 16:30:00+00:00,107.23,107.33,106.32,106.52,NVDA,0.214462,0.061181,Neutral,2024-08-02,16,4,8,2,215
2024-08-02 16:40:00+00:00,106.495,107.34,105.665,105.71,NVDA,0.214462,0.061181,Neutral,2024-08-02,16,4,8,2,215
2024-08-02 16:50:00+00:00,105.705,105.79,105.185,105.56,NVDA,0.214462,0.061181,Neutral,2024-08-02,16,4,8,2,215
2024-08-02 17:00:00+00:00,105.425,105.87,105.025,105.75,NVDA,0.214462,0.061181,Neutral,2024-08-02,17,4,8,2,215
2024-08-02 17:10:00+00:00,105.715,106.47,105.48,106.31,NVDA,0.214462,0.061181,Neutral,2024-08-02,17,4,8,2,215
2024-08-02 17:20:00+00:00,106.285,106.35,104.8,104.84,NVDA,0.214462,0.061181,Neutral,2024-08-02,17,4,8,2,215
2024-08-02 17:30:00+00:00,104.775,105.26,104.65,104.89,NVDA,0.214462,0.061181,Neutral,2024-08-02,17,4,8,2,215
2024-08-02 17:40:00+00:00,104.89,105.39,104.565,104.98,NVDA,0.214462,0.061181,Neutral,2024-08-02,17,4,8,2,215
2024-08-02 17:50:00+00:00,104.93,105.75,104.78,105.685,NVDA,0.214462,0.061181,Neutral,2024-08-02,17,4,8,2,215
2024-08-02 18:00:00+00:00,105.69,106.36,105.415,105.875,NVDA,0.214462,0.061181,Neutral,2024-08-02,18,4,8,2,215
2024-08-02 18:10:00+00:00,105.88,106.08,104.745,105.05,NVDA,0.214462,0.061181,Neutral,2024-08-02,18,4,8,2,215
2024-08-02 18:20:00+00:00,105.045,106.09,104.96,106.09,NVDA,0.214462,0.061181,Neutral,2024-08-02,18,4,8,2,215
2024-08-02 18:30:00+00:00,106.015,106.44,105.58,105.84,NVDA,0.214462,0.061181,Neutral,2024-08-02,18,4,8,2,215
2024-08-02 18:40:00+00:00,105.83,106.31,105.535,105.88,NVDA,0.214462,0.061181,Neutral,2024-08-02,18,4,8,2,215
2024-08-02 18:50:00+00:00,105.875,106.13,105.19,105.22,NVDA,0.214462,0.061181,Neutral,2024-08-02,18,4,8,2,215
2024-08-02 19:00:00+00:00,105.25,106.05,105.245,105.995,NVDA,0.214462,0.061181,Neutral,2024-08-02,19,4,8,2,215
2024-08-02 19:10:00+00:00,105.915,106.115,105.57,105.95,NVDA,0.214462,0.061181,Neutral,2024-08-02,19,4,8,2,215
2024-08-02 19:20:00+00:00,105.95,106.065,105.525,106.04,NVDA,0.214462,0.061181,Neutral,2024-08-02,19,4,8,2,215
2024-08-02 19:30:00+00:00,106.05,106.56,105.7,105.7,NVDA,0.214462,0.061181,Neutral,2024-08-02,19,4,8,2,215
2024-08-02 19:40:00+00:00,105.735,106.77,105.63,106.45,NVDA,0.214462,0.061181,Neutral,2024-08-02,19,4,8,2,215
2024-08-02 19:50:00+00:00,106.0,107.36,105.805,107.305,NVDA,0.214462,0.061181,Neutral,2024-08-02,19,4,8,2,215
2024-08-05 13:30:00+00:00,92.02,97.73,90.72,97.57,NVDA,0.214462,0.061181,Neutral,2024-08-05,13,0,8,5,218
2024-08-05 13:40:00+00:00,97.555,99.58,94.73,99.18,NVDA,0.214462,0.061181,Neutral,2024-08-05,13,0,8,5,218
2024-08-05 13:50:00+00:00,99.18,100.29,97.875,99.44,NVDA,0.214462,0.061181,Neutral,2024-08-05,13,0,8,5,218
2024-08-05 14:00:00+00:00,99.56,102.34,98.32,98.99,NVDA,0.214462,0.061181,Neutral,2024-08-05,14,0,8,5,218
2024-08-05 14:10:00+00:00,98.985,100.8,97.24,100.745,NVDA,0.214462,0.061181,Neutral,2024-08-05,14,0,8,5,218
2024-08-05 14:20:00+00:00,100.7,100.985,98.75,98.92,NVDA,0.214462,0.061181,Neutral,2024-08-05,14,0,8,5,218
2024-08-05 14:30:00+00:00,98.925,100.67,98.78,100.02,NVDA,0.214462,0.061181,Neutral,2024-08-05,14,0,8,5,218
2024-08-05 14:40:00+00:00,100.015,100.29,98.6,99.435,NVDA,0.214462,0.061181,Neutral,2024-08-05,14,0,8,5,218
2024-08-05 14:50:00+00:00,99.435,100.9,98.93,99.61,NVDA,0.214462,0.061181,Neutral,2024-08-05,14,0,8,5,218
2024-08-05 15:00:00+00:00,99.65,101.15,99.09,100.525,NVDA,0.214462,0.061181,Neutral,2024-08-05,15,0,8,5,218
2024-08-05 15:10:00+00:00,100.54,102.06,100.185,101.565,NVDA,0.214462,0.061181,Neutral,2024-08-05,15,0,8,5,218
2024-08-05 15:20:00+00:00,101.515,102.18,100.57,100.63,NVDA,0.214462,0.061181,Neutral,2024-08-05,15,0,8,5,218
2024-08-05 15:30:00+00:00,100.62,101.94,100.44,101.82,NVDA,0.214462,0.061181,Neutral,2024-08-05,15,0,8,5,218
2024-08-05 15:40:00+00:00,101.81,101.86,100.63,101.13,NVDA,0.214462,0.061181,Neutral,2024-08-05,15,0,8,5,218
2024-08-05 15:50:00+00:00,101.16,101.16,100.28,100.89,NVDA,0.214462,0.061181,Neutral,2024-08-05,15,0,8,5,218
2024-08-05 16:00:00+00:00,100.87,101.515,100.46,101.105,NVDA,0.214462,0.061181,Neutral,2024-08-05,16,0,8,5,218
2024-08-05 16:10:00+00:00,101.1,101.945,101.0,101.935,NVDA,0.214462,0.061181,Neutral,2024-08-05,16,0,8,5,218
2024-08-05 16:20:00+00:00,101.935,103.4,101.515,103.155,NVDA,0.214462,0.061181,Neutral,2024-08-05,16,0,8,5,218
2024-08-05 16:30:00+00:00,103.14,103.14,101.23,101.62,NVDA,0.214462,0.061181,Neutral,2024-08-05,16,0,8,5,218
2024-08-05 16:40:00+00:00,101.64,102.225,100.86,101.095,NVDA,0.214462,0.061181,Neutral,2024-08-05,16,0,8,5,218
